Trade_ID,Ticker,Outcome,Entry_Time,1W_Trend_Valid,1D_Trend_Valid,1D_Volume_Contracting,Breakout_Open_Valid,Intraday_Volume_Spike,Consol_Close_Below_8EMA,Consol_Close_Below_21EMA,Consol_Close_Below_50EMA,>=6_days_consol,Date,VCP_ATR_Ratio,SPY_Trend_Valid,Sector_Trend_Valid
SOFI_20250822,SOFI,Win,2025-08-22 10:55:00,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2025-08-22,1.339,1.0,0.0
OSS_20250821,OSS,Loss,2025-08-21 10:20:00,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2025-08-21,1.078,1.0,0.0
WULF_20250909,WULF,Win,2025-09-09 10:00:00,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2025-09-09,1.114,1.0,1.0
RKLB_20240911,RKLB,Win,2024-09-11 10:55:00,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2024-09-11,1.06,1.0,1.0
TSLA_20241205,TSLA,Win,2024-12-05 09:50:00,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2024-12-05,0.728,1.0,1.0
NVDA_20240108,NVDA,Win,2024-01-08 09:50:00,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2024-01-08,1.142,1.0,0.0
KEEL_20260522,KEEL,Win,2026-05-22 09:50:00,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2026-05-22,1.127,1.0,1.0
DELL_20260416,DELL,Win,2026-04-16 09:50:00,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2026-04-16,1.334,1.0,1.0
BB_20260518,BB,Loss,2026-05-18 09:50:00,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2026-05-18,0.969,1.0,1.0
ASTS_20260526,ASTS,Win,2026-05-26 10:40:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2026-05-26,0.919,1.0,1.0
CAT_20260129,CAT,Win,2026-01-29 11:15:00,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2026-01-29,1.387,1.0,1.0
AAPL_20260430,AAPL,Loss,2026-04-30 09:50:00,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2026-04-30,0.894,1.0,1.0
USAR_20260120,USAR,Win,2026-01-20 10:00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-20,1.102,0.0,1.0
IONQ_20260521,IONQ,Win,2026-05-21 10:05:00,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2026-05-21,1.368,1.0,1.0
JPM_20260612,JPM,Win,2026-06-12 09:50:00,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2026-06-12,1.071,1.0,1.0
ARM_20260413,ARM,Win,2026-04-13 09:50:00,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2026-04-13,0.95,1.0,1.0
ARKK_20250606,ARKK,Win,2025-06-06 09:50:00,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2025-06-06,1.034,1.0,0.0
RGTI_20260603,RGTI,Loss,2026-06-03 10:10:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2026-06-03,1.478,1.0,1.0
WULF_20260123,WULF,Loss,2026-01-23 11:45:00,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2026-01-23,1.114,1.0,0.0
QBTS_20260604,QBTS,Loss,2026-06-04 14:25:00,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2026-06-04,1.689,1.0,1.0
KTOS_20260218,KTOS,Loss,2026-02-18 09:50:00,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2026-02-18,1.254,1.0,1.0
IOT_20260316,IOT,Loss,2026-03-16 09:45:00,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2026-03-16,1.174,0.0,1.0
AMZN_20251219,AMZN,Loss,2025-12-19 10:20:00,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2025-12-19,0.828,1.0,1.0
ACHR_20260105,ACHR,Loss,2026-01-05 09:55:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-05,0.828,1.0,1.0
JOBY_20260105,JOBY,Loss,2026-01-05 09:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-05,1.156,1.0,1.0
RXRX_20260107,RXRX,Loss,2026-01-07 10:05:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2026-01-07,0.896,1.0,1.0
BBAI_20260115,BBAI,Loss,2026-01-15 10:05:00,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2026-01-15,1.068,1.0,1.0
OXY_20260721,OXY,Win,2026-07-21 09:45:00,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2026-07-21,1.349,1.0,1.0
FUTU_20260722,FUTU,Loss,2026-07-22 09:35:00,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2026-07-22,0.968,1.0,1.0
CVX_20260722,CVX,Loss,2026-07-22 09:50:00,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2026-07-22,1.464,1.0,1.0
BMNR_20260721,BMNR,Loss,2026-07-21 09:55:00,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2026-07-21,1.491,1.0,1.0
XOM_20260721,XOM,Win,2026-07-21 09:50:00,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2026-07-21,1.342,1.0,1.0
MA_20260727,MA,Win,2026-07-27 10:40:00,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2026-07-27,1.217,1.0,1.0
AAPL_20260727,AAPL,Loss,2026-07-27 09:50:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2026-07-27,0.894,1.0,0.0
RTX_20260727,RTX,Win,2026-07-23 09:50:00,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2026-07-23,1.083,1.0,0.0
JPM_20260724,JPM,Loss,2026-07-24 11:00:00,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2026-07-24,1.071,1.0,1.0
V_20260729,V,Loss,2026-07-28 11:15:00,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2026-07-28,1.477,1.0,1.0
ABBV_20260729,ABBV,Loss,2026-07-29 09:55:00,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2026-07-29,1.14,0.0,1.0
ZS_20260729,ZS,Loss,2026-07-29 14:35:00,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2026-07-29,1.044,0.0,0.0
CORZ_20260522,CORZ,Win,2026-05-22 09:45:00,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2026-05-22,0.761,1.0,1.0
APLD_20260521,APLD,Loss,2026-05-21 09:45:00,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2026-05-21,1.194,1.0,1.0
BAND_20260529,BAND,Win,2026-05-29 09:45:00,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2026-05-29,1.277,1.0,1.0
AMAT_20260105,AMAT,Win,2026-01-05 09:45:00,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2026-01-05,1.597,1.0,0.0
LRCX_20251219,LRCX,Win,2025-12-19 09:45:00,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2025-12-19,1.563,1.0,1.0
AMKR_20260105,AMKR,Loss,2026-01-05 09:45:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-01-05,1.632,1.0,0.0
GS_20260105,GS,Win,2026-01-05 09:45:00,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2026-01-05,1.53,1.0,1.0
AEVA_20250415,AEVA,Loss,2025-04-15 09:45:00,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2025-04-15,0.931,0.0,0.0
AEVA_20250506,AEVA,Win,2025-05-06 09:45:00,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2025-05-06,1.336,1.0,1.0
OSS_20250117,OSS,Loss,2025-01-17 09:45:00,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2025-01-17,1.275,1.0,0.0
QUBT_20241216,QUBT,Win,2024-12-16 09:45:00,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2024-12-16,1.384,1.0,1.0
SMR_20241208,SMR,Win,2024-12-08 09:45:00,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2024-12-08,0.783,1.0,0.0
SMR_20241108,SMR,Loss,2024-11-08 09:45:00,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-11-08,1.425,1.0,0.0
TE_20241121,TE,Loss,2024-11-21 09:45:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2024-11-21,0.961,1.0,1.0
OKLO_20250611,OKLO,Win,2025-06-11 09:45:00,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2025-06-11,1.44,1.0,0.0
ORCL_20250717,ORCL,Loss,2025-07-17 09:45:00,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2025-07-17,1.034,1.0,1.0
IREN_20250815,IREN,Loss,2025-08-15 09:45:00,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2025-08-15,1.238,1.0,0.0
IREN_20250822,IREN,Win,2025-08-22 09:45:00,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2025-08-22,1.306,1.0,0.0
NVAX_20251001,NVAX,Win,2025-10-01 09:45:00,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2025-10-01,1.296,1.0,1.0
SNDK_20260102,SNDK,Win,2026-01-02 09:45:00,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2026-01-02,,1.0,0.0
